total_pop,median_income,no_vehicle_hh,hh_total,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
1780,87917,65,631,36047020200,0.04223744292237443,-0.1231215680781911,630,0.5147058823529411,0.2868462757527734,0.0
2057,191083,82,805,36047020300,0.08361691784151677,-0.08174209315904875,1284,0.7970204841713222,0.6124223602484472,0.009419152276295133
1842,95855,147,695,36047020400,0.11834961997828447,-0.04700939102228105,674,0.4862914862914863,0.14388489208633093,0.003353828954723309
3555,149643,315,1580,36047020500,0.04247538677918425,-0.12288362422138127,2326,0.847667638483965,0.600632911392405,0.0
2499,95104,5,812,36047020600,0.18294635708566853,0.01758734608510301,767,0.46260554885404104,0.30049261083743845,0.0
4562,175833,617,2296,36047020700,0.04910127137220517,-0.11625773962836035,3297,0.8889188460501483,0.5335365853658537,0.0
3148,62723,370,1220,36047020800,0.08897362567524626,-0.07638538532531926,964,0.3995026937422296,0.5450819672131147,0.0
4041,64250,87,1226,36047021000,0.28804751299183373,0.12268850199126821,707,0.262630014858841,0.5562805872756933,0.0
2604,87850,125,1121,36047021100,0.12403993855606758,-0.04131907244449794,916,0.4798323729701414,0.7796610169491526,0.005758946935417524
3986,62519,84,1275,36047021200,0.24317492416582406,0.07781591316525854,805,0.27835408022130015,0.6776470588235294,0.0
4650,80275,50,2025,36047021300,0.20580645161290323,0.04044744061233771,1478,0.4236170822585268,0.96,0.0041639272408503175
2565,78272,106,529,36047021400,0.3094010313367711,0.14404202033620558,188,0.14082397003745317,0.5954631379962193,0.0
6014,109130,336,2728,36047021500,0.10093116062520785,-0.06442785037535767,3429,0.7158663883089771,0.718841642228739,0.0
3982,37267,63,918,36047021600,0.5035158211953792,0.3381568101948137,346,0.1987363584147042,0.7647058823529411,0.006097560975609756
3736,88828,200,1767,36047021700,0.14453961456102785,-0.020819396439537674,1698,0.5763747454175153,0.8313525749858517,0.0073779795686719635
3035,66169,26,840,36047021800,0.10939044481054366,-0.05596856619002186,225,0.1596877217885025,0.705952380952381,0.011139058569888609
4191,114750,58,1733,36047021900,0.1171558100691959,-0.04820320093136962,1933,0.5529176201372997,0.7593768032313907,0.0
4989,44716,23,1149,36047022000,0.5779797979797979,0.41262078697923243,491,0.2395121951219512,0.8302872062663186,0.0
3703,63636,209,1472,36047022100,0.2768025924925736,0.11144358149200809,1382,0.4532633650377173,0.7832880434782609,0.0
4051,48594,76,1072,36047022200,0.46309553196741543,0.2977365209668499,363,0.20256696428571427,0.7742537313432836,0.01615746180963572
5656,57457,87,1285,36047022400,0.24204384724186703,0.07668483624130151,415,0.16319307904050334,0.6077821011673151,0.002819170358437374
2469,79022,105,556,36047022600,0.09275010125556905,-0.07260890974499647,152,0.13368513632365875,0.5197841726618705,0.00966183574879227
4360,122400,182,1926,36047022700,0.09495412844036698,-0.07040488256019854,2191,0.6540298507462686,0.7611630321910696,0.0
3632,40089,39,813,36047022800,0.41794500723589,0.2525859962353245,522,0.3165554881746513,0.7503075030750308,0.0
3490,121997,182,1541,36047022900,0.13038483630097644,-0.03497417469958908,2041,0.7318035138042309,0.72809863724854,0.0
4243,53208,102,959,36047023000,0.40089559274098513,0.2355365817404196,300,0.17045454545454544,0.6996871741397289,0.0
3475,150288,181,1683,36047023100,0.07754396079561833,-0.08781505020494719,1934,0.6919499105545617,0.7397504456327986,0.0
6422,62973,64,1181,36047023200,0.3255958872098458,0.16023687620928026,402,0.15770890545311886,0.7061812023708721,0.0
6821,80000,233,2188,36047023300,0.32676760252829634,0.16140859152773082,2404,0.555452865064695,0.7550274223034735,0.0
5275,31411,84,1382,36047023400,0.44399847094801226,0.27863945994744677,310,0.15680323722812342,0.8625180897250362,0.0
5183,65417,150,1363,36047023500,0.48755546980513215,0.3221964588045666,1142,0.5274826789838337,0.7909024211298606,0.0
6342,36524,78,1472,36047023600,0.3451592557552822,0.1798002447547167,426,0.2117296222664016,0.9123641304347826,0.0
4734,40335,84,1125,36047023800,0.3077735530207013,0.1424145420201358,387,0.1997934950955085,0.8097777777777778,0.0
6050,43371,121,1512,36047024000,0.4455412414254643,0.28018223042489876,603,0.23947577442414614,0.7738095238095238,0.0
2926,76528,104,1090,36047024100,0.33931653434587505,0.17395752334530953,1094,0.5352250489236791,0.8394495412844036,0.01033868092691622
2916,56250,62,700,36047024200,0.18209876543209877,0.01673975443153325,210,0.14799154334038056,0.5442857142857143,0.002746174970576697
4311,94107,198,1965,36047024300,0.13451245054689318,-0.030846560453672345,1973,0.5423309510720176,0.6513994910941476,0.0019193857965451055
3478,58342,120,963,36047024400,0.3744212962962963,0.20906228529573076,469,0.2672364672364672,0.6417445482866043,0.0
4488,100547,189,1985,36047024500,0.10762032085561497,-0.05773869014495055,1906,0.5555231710871466,0.7052896725440806,0.010583254938852305
3432,76652,106,879,36047024600,0.14628368374296713,-0.01907532725759839,543,0.25589066918001885,0.49829351535836175,0.0
2839,63200,13,1306,36047024700,0.2756045519203414,0.11024554091977587,1162,0.5668292682926829,0.8859111791730475,0.011485451761102604
2479,61466,126,746,36047024800,0.16377571601452198,-0.0015832949860435375,470,0.3075916230366492,0.48927613941018766,0.005454545454545455
3892,85871,160,1877,36047024900,0.17557053941908712,0.010211528418521604,1775,0.6033310673011557,0.8662759722962173,0.0
1712,51875,84,553,36047025000,0.1846424384525205,0.019283427451954993,197,0.16174055829228243,0.5714285714285714,0.0
4416,56111,77,1696,36047025100,0.32019927536231885,0.15484026436175333,1180,0.3797875764402961,0.8154481132075472,0.0
5057,54750,62,1894,36047025200,0.19161558236108364,0.02625657136051812,1309,0.38364595545134816,0.7734952481520592,0.002300292764533668
3907,87981,88,1333,36047025300,0.18710007678525722,0.021741065784691704,1244,0.5020177562550444,0.6931732933233309,0.009436580627255066
3145,83637,163,1215,36047025400,0.15866454689984102,-0.006694464100724495,659,0.3105560791705938,0.5711934156378601,0.0
5470,22291,80,2148,36047025500,0.3911127432978333,0.22575373229726778,428,0.11343758282533793,0.9501862197392924,0.029024767801857584
3005,69181,83,1117,36047025600,0.13311148086522462,-0.0322475301353409,519,0.2392807745504841,0.6257833482542524,0.0
2892,106579,96,862,36047025700,0.18326417704011064,0.017905166039545117,781,0.41410392364793214,0.8016241299303944,0.0
4119,57431,125,1476,36047025800,0.2986161689730517,0.1332571579724862,836,0.294469883761888,0.7723577235772358,0.0
2144,75341,29,789,36047025901,0.3069029850746269,0.14154397407406136,549,0.391304347826087,0.8719898605830165,0.0025227043390514633
3530,21674,36,1431,36047025902,0.43826632449386943,0.2729073134933039,364,0.19361702127659575,0.9636617749825297,0.013809666766736716
3116,61118,145,1068,36047026000,0.11385816525699415,-0.051500845743571375,626,0.2719374456993918,0.5543071161048689,0.0
5504,81827,26,2231,36047026100,0.3430338304838123,0.1776748194832468,1906,0.4644249512670565,0.9883460331689825,0.0
2729,107760,95,793,36047026200,0.10956394283620374,-0.05579506816436178,613,0.32658497602557274,0.43757881462799497,0.0
2253,77546,96,968,36047026300,0.1959641255605381,0.030605114559972585,646,0.4104193138500635,0.7386363636363636,0.0
4423,73029,86,1582,36047026400,0.15374024782010096,-0.011618763180464564,779,0.2535807291666667,0.7370417193426043,0.006437768240343348
4187,77545,113,1869,36047026500,0.22424097537652402,0.058881964375958495,1529,0.4906931964056483,0.7576243980738363,0.0
3624,51724,82,1118,36047026600,0.15069252077562326,-0.014666490224942264,729,0.3131443298969072,0.5840787119856887,0.01887960383782111
4701,121771,74,1972,36047026700,0.09671095621868873,-0.06864805478187679,2219,0.583793738489871,0.7327586206896551,0.0
4671,80500,91,1602,36047026800,0.15727448039425757,-0.008084530606307955,972,0.28782943440923897,0.6329588014981273,0.0
3038,89573,133,1237,36047026900,0.16577896138482023,0.00041995038425471365,1405,0.6148796498905909,0.6871463217461601,0.0
2416,43269,44,866,36047027000,0.32408940397350994,0.15873039297294442,610,0.377008652657602,0.7274826789838337,0.0
3703,96016,70,1373,36047027100,0.13652434049496873,-0.028834670505596793,999,0.39737470167064437,0.8252002913328478,0.003469210754553339
3980,64286,173,1386,36047027200,0.228643216080402,0.06328420507983648,645,0.2177582714382174,0.6486291486291487,0.009256738361012797
3960,95735,105,1440,36047027300,0.1243366186504928,-0.041022392350072726,1282,0.42733333333333334,0.6236111111111111,0.0
3451,51738,107,943,36047027400,0.15180935569285084,-0.01354965530771468,537,0.21732092270335895,0.5100742311770944,0.0
4695,85466,344,1831,36047027500,0.20209805180903448,0.03673904080846896,1603,0.4103942652329749,0.6444565811032222,0.005742049469964664
3740,60652,40,1348,36047027600,0.16747572815533981,0.0021167171547742947,665,0.25956284153005466,0.8123145400593472,0.01020408163265306
4198,67926,132,1586,36047027700,0.2066746126340882,0.041315601633522686,1215,0.4263157894736842,0.7887767969735183,0.009979529170931423
3124,66113,117,1149,36047027800,0.1206786171574904,-0.04468039384307512,614,0.27883742052679383,0.72236727589208,0.0
3711,65433,169,1684,36047027900,0.22531030760928225,0.05995129660871673,1331,0.48826118855465883,0.6906175771971497,0.0
1828,84076,36,631,36047028000,0.06400437636761488,-0.10135463463295064,477,0.34817518248175183,0.41362916006339145,0.0
5196,43176,80,1818,36047028100,0.30321951219512194,0.13786050119455642,960,0.3126017583848909,0.9257425742574258,0.0032390412437918376
3092,51646,110,1236,36047028200,0.14197930142302717,-0.02337970957753835,767,0.3269394714407502,0.5372168284789643,0.0
4115,43254,62,1595,36047028300,0.32822161761068513,0.16286260661011961,966,0.34512325830653806,0.8695924764890283,0.008752188047011753
3328,58373,35,1357,36047028400,0.1935096153846154,0.02815060438404987,1217,0.5033085194375517,0.8445099484156227,0.00324254215304799
459,55192,0,226,36047028501,0.33183856502242154,0.16647955402185602,159,0.41952506596306066,1.0,0.002178649237472767
3451,34659,0,1167,36047028502,0.43755433207765865,0.2721953210770931,265,0.10461902881958153,1.0,0.0105294825511432
5581,45918,7,1883,36047028600,0.3153556710266977,0.14999666002613218,1339,0.4033132530120482,0.924057355284121,0.008658008658008658
3151,58247,42,1264,36047028700,0.28589580686149935,0.12053679586093383,944,0.4390697674418605,0.8710443037974683,0.0034916201117318434
3150,58000,146,1096,36047028800,0.1727509778357236,0.007391966835158081,818,0.3394190871369295,0.7381386861313869,0.0037891836031691355
3678,42456,23,1548,36047028900,0.28431372549019607,0.11895471448963055,898,0.3338289962825279,0.8313953488372093,0.018980169971671387
3232,55545,111,1476,36047029000,0.2849628712871287,0.1196038602865632,1191,0.509845890410959,0.8279132791327913,0.010597302504816955
3599,101719,152,1413,36047029100,0.1762249443207127,0.01086593332014718,1454,0.5046858729607775,0.7629157820240623,0.012773722627737226
2717,45708,80,1041,36047029200,0.20647773279352227,0.04111872179295675,701,0.3505,0.7790585975024016,0.012359984550019312
3572,52361,71,1463,36047029300,0.18980963045912655,0.02445061945856103,707,0.2828,0.7792207792207793,0.0
2587,82784,16,667,36047029400,0.17860508953817153,0.01324607853760601,543,0.26320891904992727,0.7556221889055472,0.0072260136491368926
4198,100750,78,1896,36047029500,0.1836588851834207,0.01829987418285517,1897,0.6072343149807938,0.5654008438818565,0.03599100224943764
6101,58407,153,2037,36047029600,0.38124897557777415,0.21588996457720863,1373,0.337678307919331,0.812960235640648,0.013224290934400557
4725,86225,233,1766,36047029700,0.1592315901814301,-0.006127420819135421,1465,0.43151693667157587,0.4983012457531144,0.0
4183,55214,44,1177,36047029800,0.2923738943342099,0.12701488333364438,726,0.29156626506024097,0.6703483432455395,0.0
2578,66989,121,913,36047029900,0.3521245267143458,0.18676551571378028,580,0.34441805225653205,0.6593647316538883,0.03527481542247744
4283,52279,96,1314,36047030000,0.2797104833060939,0.11435147230552836,491,0.17841569767441862,0.6362252663622526,0.008570708343836652
3172,110938,61,1103,36047030100,0.2237717908082409,0.05841277980767537,828,0.35430038510911427,0.6563916591115141,0.0
4052,83068,123,1319,36047030200,0.1525172754195459,-0.012841735581019614,954,0.30218561925879,0.510235026535254,0.0
4931,35679,181,2149,36047030300,0.2922918807810894,0.1269328697805239,609,0.16902581182348042,0.8385295486272685,0.0
4150,53693,72,1597,36047030400,0.23810679611650484,0.07274778511593932,1050,0.336322869955157,0.7175954915466499,0.0028993147074327886
7457,127313,33,3161,36047030500,0.09541029207232267,-0.06994871892824285,3718,0.6255047106325706,0.9310344827586207,0.0
1950,55278,110,668,36047030600,0.1817711030554117,0.016412092054846172,340,0.2288021534320323,0.3772455089820359,0.001072961373390558
6297,42902,60,3065,36047030700,0.284301212507977,0.1189422015074115,1302,0.2882444100066416,0.8473083197389886,0.008783559827643355
1905,64545,91,730,36047030800,0.07769028871391076,-0.08766872228665476,456,0.3140495867768595,0.2808219178082192,0.007119386637458927
2671,67969,39,921,36047030900,0.2854984894259819,0.12013947842541636,480,0.2774566473988439,0.7111834961997828,0.0036915504511894994
2825,82726,27,1193,36047031100,0.1911504424778761,0.025791431477310583,874,0.4116815826660386,0.7954735959765298,0.0048689138576779025
5054,98828,132,2199,36047031300,0.1905241935483871,0.025165182547821574,2265,0.5175959780621572,0.7939972714870396,0.0
5223,81643,193,1828,36047031401,0.057482276298141406,-0.10787673470242412,1387,0.3406188605108055,0.44912472647702406,0.0
5316,88200,163,2464,36047031500,0.1129730747505178,-0.05238593625004773,2820,0.6439826444393697,0.8583603896103896,0.0
4558,104056,48,1584,36047031701,0.12417727073277754,-0.04118174026778798,1606,0.46931618936294567,0.7619949494949495,0.002617801047120419
3918,107106,166,1613,36047031702,0.06666666666666667,-0.09869234433389885,1821,0.6290155440414508,0.6962182269063856,0.0
3175,89468,146,1252,36047031900,0.06645669291338582,-0.0989023180871797,1005,0.46614100185528756,0.6956869009584664,0.0
5168,73949,41,2337,36047032100,0.11887705711519846,-0.046481953885367064,1916,0.44005512172714745,0.9242618741976893,0.0
3256,72353,79,1542,36047032300,0.1765970515970516,0.011238040596486087,1069,0.4060007595898215,0.7892347600518806,0.0
6119,86282,32,2530,36047032500,0.22291224056218337,0.05755322956161785,2053,0.4431254047053745,0.9695652173913043,0.007139032661074424
8110,37183,45,2808,36047032600,0.4531872509960159,0.2878282399954504,1252,0.23893129770992366,0.782051282051282,0.041758241758241756
2687,68611,137,1352,36047032700,0.1269073315965761,-0.038451679403989414,1148,0.5194570135746607,0.7744082840236687,0.0
2917,45603,154,1164,36047032800,0.2222222222222222,0.05686321122165669,414,0.19327731092436976,0.5463917525773195,0.006436955698599016
6033,92769,135,2165,36047032900,0.18067296535720206,0.015313954356636544,1696,0.4167076167076167,0.7810623556581986,0.0
4774,20329,31,1800,36047033000,0.4576874738165061,0.2923284628159406,624,0.21166892808683854,0.945,0.003424657534246575
4192,48306,65,1667,36047033100,0.27791030534351147,0.11255129434294595,768,0.3252858958068615,0.8194361127774445,0.0
4802,74115,191,1347,36047033300,0.22032486463973344,0.05496585363916792,846,0.33280881195908735,0.6829992576095026,0.0
3221,80833,75,918,36047033500,0.2462660646057659,0.08090705360520037,686,0.393348623853211,0.5599128540305011,0.0
5269,83833,93,1584,36047033600,0.12194645299980457,-0.04341255800076095,1310,0.35453315290933696,0.4551767676767677,0.0
2710,61456,110,916,36047033701,0.04869497467861317,-0.11666403632195235,554,0.31053811659192826,0.759825327510917,0.0
1750,74318,16,476,36047033702,0.404688463911166,0.23932945291060045,441,0.44455645161290325,0.7205882352941176,0.0
4816,44947,87,2024,36047033900,0.24937655860349128,0.08401754760292576,1370,0.4234930448222566,0.7381422924901185,0.0031645569620253164
2071,30194,0,630,36047034000,0.413727959697733,0.2483689486971675,289,0.16890707188778492,1.0,0.025
2991,81116,60,1205,36047034100,0.17745454545454545,0.012095534453979928,799,0.340144742443593,0.8821576763485477,0.0023997257456290708
6735,20706,19,2832,36047034200,0.4197475202885482,0.25438850928798273,1128,0.25700615174299385,0.9417372881355932,0.0011111111111111111
4726,25083,29,1970,36047034300,0.45789250952179433,0.2925334985212288,936,0.2773333333333333,0.8964467005076142,0.0
2661,55774,141,1037,36047034500,0.1534351145038168,-0.011923896496748715,832,0.4781609195402299,0.7309546769527483,0.0
3312,35992,156,1825,36047034700,0.28200483091787437,0.11664581991730885,722,0.2859405940594059,0.8526027397260274,0.004803073967339097
2491,57750,0,817,36047034800,0.17061421116017664,0.0052552001596111175,467,0.3132126089872569,0.8788249694002448,0.02229157378510923
1996,50150,4,770,36047034901,0.05460921843687375,-0.11074979256369177,535,0.3989560029828486,0.9948051948051948,0.0
4013,47444,71,1587,36047034902,0.20932564552519428,0.04396663452462876,589,0.24582637729549248,0.8960302457466919,0.0
3154,50599,193,1557,36047035000,0.1534559289790742,-0.011903082021491318,1231,0.4369897053603124,0.7090558766859345,0.0032711808963035655
1885,42429,0,687,36047035101,0.2636604774535809,0.09830146645301538,219,0.19963536918869645,0.9577874818049491,0.0
3179,41250,0,1029,36047035102,0.39477823214847435,0.22941922114790883,713,0.35829145728643214,0.8542274052478134,0.0
1439,12110,5,693,36047035200,0.537521815008726,0.3721628040081605,416,0.3109118086696562,0.9927849927849928,0.0
2860,39688,0,1129,36047035301,0.343006993006993,0.17764798200642748,482,0.25065002600104,0.9645704162976085,0.0
3304,94663,49,987,36047035302,0.10467233009708737,-0.060686680903478146,572,0.24761904761904763,0.7862208713272543,0.0
5507,56930,491,2814,36047035400,0.1334664971854004,-0.03189251381516511,2352,0.5184042318712806,0.5035536602700782,0.0
5762,54005,15,2103,36047035500,0.14612981603609856,-0.019229194964466956,645,0.1635395537525355,0.9809795530194959,0.00613041055173695
2725,30450,247,1458,36047035601,0.18862385321100916,0.023264842210443643,1401,0.6115233522479266,0.6584362139917695,0.0
6276,57764,380,2959,36047035602,0.10755258126195029,-0.05780642973861523,2483,0.5009078071414161,0.5508617776275769,0.02972749793559042
2550,45296,27,1014,36047035701,0.3086274509803922,0.14326843997982666,228,0.1425891181988743,0.9487179487179487,0.004920049200492005
6127,67264,139,2364,36047035900,0.2260016353229763,0.06064262432241077,738,0.16327433628318583,0.8946700507614214,0.0
3108,28952,129,1728,36047036001,0.32014157014157013,0.1547825591410046,1460,0.5484598046581518,0.8119212962962963,0.0037162162162162164
4321,38047,109,2189,36047036002,0.2680722891566265,0.10271327815606099,1803,0.49916943521594687,0.9173138419369575,0.0
3025,21398,4,1239,36047036100,0.40126329787234044,0.23590428687177492,245,0.11968734733756717,0.8837772397094431,0.007472826086956522
3860,51768,87,1447,36047036200,0.2962672931349517,0.13090828213438618,1029,0.4068801897983393,0.7615756738078784,0.0
5616,34916,159,2167,36047036300,0.3158831908831909,0.15052417988262537,750,0.20128824476650564,0.8103368712505769,0.004465191800284148
2216,56682,197,930,36047036400,0.15342960288808663,-0.01192940811247889,818,0.48373743347131876,0.6150537634408603,0.0
3528,64531,0,1318,36047036501,0.21343537414965985,0.04807636314909433,618,0.2607594936708861,0.8899848254931715,0.0
1924,47279,9,534,36047036502,0.3624544981799272,0.19709548717936168,133,0.1437837837837838,0.8913857677902621,0.039711191335740074
4146,48075,76,1243,36047036600,0.3017570664629488,0.1363980554623833,829,0.330938123752495,0.7538213998390989,0.004712041884816754
1943,66410,73,700,36047036700,0.17292846114256305,0.00756945014199753,251,0.17527932960893855,0.5628571428571428,0.023013698630136987
5666,38036,68,2485,36047036900,0.29520099167699665,0.12984198067643113,815,0.20158298293346524,0.8543259557344064,0.009150326797385621
4184,79688,152,1402,36047037000,0.17657213316892725,0.011213122168361733,1187,0.3846403110823072,0.3281027104136947,0.0
4935,98281,190,1660,36047037100,0.12077001013171226,-0.04458900086885326,1155,0.36655030149158996,0.6506024096385542,0.007870572802798426
5391,71518,148,1907,36047037300,0.27695167286245354,0.11159266186188802,1128,0.3327433628318584,0.7760880964866282,0.008627450980392156
4602,56667,96,1812,36047037401,0.16862233811386354,0.00326332711329802,1293,0.40217729393468116,0.6926048565121413,0.0
5089,57667,164,2112,36047037402,0.15955983493810177,-0.005799176062463746,1958,0.5333696540452193,0.8129734848484849,0.0
3711,80268,91,1520,36047037500,0.1831175836030205,0.017758572602454975,1296,0.49240121580547114,0.8046052631578947,0.00654485955822198
5042,77302,196,1882,36047037700,0.20224719101123595,0.03688818001067043,1435,0.39894356408117876,0.6684378320935175,0.007685551163812033
4819,49427,254,1610,36047037900,0.27886848216170573,0.11350947116114021,869,0.25551308438694503,0.6614906832298136,0.0
5497,56909,203,2475,36047038100,0.23212661451700928,0.06676760351644376,1627,0.4184670781893004,0.8501010101010101,0.002305032654629274
5599,20908,22,1909,36047038200,0.49562109025915996,0.3302620792585944,481,0.14602307225258046,0.9816657936092195,0.0
5250,82286,111,2162,36047038300,0.19413221566012573,0.02877320465956021,1999,0.5074892104595075,0.637372802960222,0.007234394377842084
4701,90275,119,1499,36047038500,0.1599659646883642,-0.005393046312201333,1790,0.5581540380417837,0.7204803202134756,0.0
3123,90219,29,1040,36047038600,0.175472302273455,0.010113291272889485,799,0.36803316444035006,0.573076923076923,0.0
4632,76150,245,1929,36047038700,0.2905317769130999,0.12517276591253437,1274,0.37995824634655534,0.5603939865215137,0.0
3996,76221,67,1614,36047038800,0.13680781758957655,-0.028551193410988968,1201,0.4142807864780959,0.7131350681536555,0.0
3045,83036,39,1333,36047038900,0.24241424802110817,0.07705523702054265,803,0.3793103448275862,0.7569392348087022,0.0
2456,78088,84,738,36047039000,0.1237785016286645,-0.041580509371901025,488,0.34609929078014184,0.3319783197831978,0.00777676120768527
4759,96870,0,2055,36047039100,0.20445471737760035,0.03909570637703483,1975,0.5714699074074074,0.95669099756691,0.004450378282153983
3351,54276,63,1179,36047039200,0.11936735302894658,-0.04599165797161894,758,0.35305076851420586,0.6887192536047498,0.018499486125385406
4198,98672,122,1531,36047039300,0.13863744640304906,-0.026721564597516456,1556,0.47671568627450983,0.8334421946440235,0.02289126648420005
1970,50139,115,705,36047039400,0.29796954314720814,0.13261053214664262,272,0.23509075194468454,0.574468085106383,0.0
3676,52188,85,1836,36047039500,0.24129488574537541,0.0759358747448099,1097,0.35861392611964693,0.8033769063180828,0.02009623549391452
2028,82868,67,679,36047039600,0.1178500986193294,-0.047508912381236126,520,0.37873270211216314,0.524300441826215,0.0
3010,79087,213,1313,36047039700,0.12137379126375458,-0.04398521973681094,834,0.36886333480760725,0.7418126428027418,0.008967001434720229
3042,81078,83,890,36047039800,0.14522546419098142,-0.020133546809584096,478,0.23249027237354086,0.4640449438202247,0.0017806267806267807
4434,61543,157,1706,36047039900,0.2522706630336058,0.08691165203304027,919,0.3029004614370468,0.7942555685814772,0.006991429860171402
2656,56541,43,904,36047040000,0.16922486569455103,0.00386585469398551,467,0.24761399787910923,0.536504424778761,0.006139991813344249
3507,60750,99,1263,36047040100,0.35612128146453087,0.19076227046396535,900,0.3534956794972506,0.6880443388756928,0.0
2702,67986,138,841,36047040200,0.20466321243523317,0.039304201434667646,602,0.30190571715145437,0.4994054696789536,0.002702702702702703
4426,86309,194,1415,36047040300,0.23666893578398004,0.07130992478341452,1222,0.35512932287125837,0.6480565371024735,0.0
2641,98482,61,893,36047040400,0.1113214691404771,-0.054037541860088426,723,0.39725274725274723,0.48040313549832026,0.0020483408439164277
1516,66362,25,627,36047040500,0.20778364116094986,0.042424630160384336,333,0.30947955390334575,0.8229665071770335,0.0
3973,75885,115,1035,36047040600,0.1238915632125665,-0.04146744778799902,786,0.3112871287128713,0.6309178743961352,0.0
3885,90000,106,1128,36047040800,0.21904761904761905,0.053688608047053527,741,0.27242647058823527,0.44592198581560283,0.0
4068,63626,39,1323,36047040900,0.3021140609636185,0.13675504996305296,764,0.2811924917188075,0.8949357520786092,0.003779289493575208
1927,57000,114,632,36047041000,0.1643265730629225,-0.001032437937643016,295,0.2667269439421338,0.4462025316455696,0.0
2925,58377,49,1081,36047041100,0.2181196581196581,0.05276064711909259,536,0.2648221343873518,0.7539315448658649,0.0
3312,115714,158,1012,36047041200,0.2222222222222222,0.05686321122165669,631,0.2842342342342342,0.5098814229249012,0.0
3664,86190,22,1374,36047041300,0.1462882096069869,-0.019070801393578612,839,0.33533173461231014,0.7212518195050946,0.02716417910447761
1233,52750,75,430,36047041401,0.26034063260340634,0.09498162160284082,234,0.3149394347240915,0.5581395348837209,0.0
1963,45625,12,746,36047041402,0.2509034589571502,0.0855444479565847,418,0.2914923291492329,0.6809651474530831,0.01171875
4906,93211,60,1615,36047041500,0.20464737056665308,0.03928835956608756,1053,0.3147982062780269,0.756656346749226,0.01985522233712513
2248,62050,52,754,36047041600,0.12366548042704627,-0.04169353057351925,623,0.4399717514124294,0.6339522546419099,0.0
3400,31250,63,1379,36047041700,0.2761764705882353,0.11081745958766978,421,0.17922520221370797,0.8941261783901377,0.046804680468046804
2598,53830,26,852,36047041800,0.22793252255786584,0.06257351155730032,576,0.4311377245508982,0.7417840375586855,0.008503401360544218
3588,62656,64,1218,36047041900,0.35618729096989965,0.19082827996933413,464,0.21129326047358835,0.9039408866995073,0.00490337467551197
1789,82606,29,485,36047042000,0.20134228187919462,0.0359832708786291,372,0.403470715835141,0.5402061855670103,0.006211180124223602
4421,97250,40,1745,36047042100,0.18502601221443113,0.01966700121386561,1439,0.44856608478802995,0.8510028653295129,0.05196662693682956
3465,67277,37,1083,36047042200,0.22193362193362193,0.05657461093305641,797,0.3922244094488189,0.6066481994459834,0.0
4235,95506,55,1452,36047042300,0.12733150957473266,-0.03802750142583286,1270,0.4102067183462532,0.9180440771349863,0.015643802647412757
3946,65278,89,1212,36047042400,0.22154626108998732,0.0561872500894218,758,0.27603787327021123,0.6938943894389439,0.009284543965046422
3460,89044,123,1087,36047042500,0.2502177068214804,0.0848586958209149,901,0.4663561076604555,0.8638454461821528,0.03327338129496403
4981,77500,117,1584,36047042600,0.30097087378640774,0.13561186278584222,1049,0.32527131782945734,0.6508838383838383,0.01928721174004193
4672,91750,61,1784,36047042700,0.14362157534246575,-0.02173743565809977,1598,0.4626519976838448,0.8968609865470852,0.006134969325153374
3928,78807,104,1413,36047042800,0.09877800407331976,-0.06658100692724576,1281,0.4537725823591923,0.6263269639065817,0.006832467887400929
5159,67908,60,1940,36047042900,0.26051560379918587,0.09515659279862035,1389,0.3770358306188925,0.9541237113402062,0.005432595573440644
3944,52652,48,1330,36047043000,0.13133874239350912,-0.0340202686070564,912,0.34285714285714286,0.8075187969924812,0.0
4065,86530,0,1687,36047043100,0.07798277982779828,-0.08737623117276724,1737,0.5601418897129958,0.951985773562537,0.008331163759437647
4350,81548,153,1442,36047043200,0.16298850574712645,-0.0023705052534390703,958,0.30499840815027063,0.7642163661581137,0.0
3455,40000,0,1278,36047043300,0.31808972503617944,0.15273071403561392,705,0.28279181708784595,0.9381846635367762,0.020594193112761647
3911,60724,127,1255,36047043400,0.27205318332907186,0.10669417232850634,1001,0.38352490421455937,0.6916334661354582,0.0
4992,82967,93,1702,36047043500,0.2127403846153846,0.04738137361481909,1169,0.3343821510297483,0.7955346650998825,0.002586764388876913
4901,74197,155,1859,36047043600,0.1773107529075699,0.011951741907004376,1276,0.34328759752488563,0.7014523937600861,0.0036772658446895955
5263,59643,139,1884,36047043700,0.17368824205285333,0.008329231052287805,1566,0.41905271608241906,0.8975583864118896,0.0
2670,70344,41,923,36047043800,0.12471910112359551,-0.04063990987697001,545,0.3347665847665848,0.8255687973997833,0.0
3390,71471,108,1072,36047043900,0.20412979351032448,0.03877078250975896,690,0.2890657729367407,0.6147388059701493,0.02179755150791281
2900,85000,71,832,36047044000,0.20275862068965517,0.03739960968908965,557,0.35253164556962024,0.65625,0.0074102964118564745
5391,63378,60,1912,36047044100,0.2886966334399097,0.12333762243934418,1404,0.34513274336283184,0.9152719665271967,0.019127773527161437
2575,69722,113,870,36047044200,0.1937864077669903,0.02842739676642478,642,0.4204322200392927,0.4367816091954023,0.002139495079161318
4470,94327,133,1905,36047044300,0.1814317673378076,0.01607275633724209,1566,0.46221959858323497,0.8624671916010499,0.002360160490913382
